,cod_sed,secretaria,codigo_institucion,nombre_institucion,licencia,nit,cod_dpto,departamento,cod_mpio,municipio,localidad,barrio,direccion,telefono,correo_electronico,pagina_web,naturaleza,nombre_representante,certificado_calidad,numero_certificacion,norma,entidad_emisora,estado_certificacion,fecha_otorgamiento,longitud,latitud,año_corte,mes_corte
358,3789,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CHOCÓ,8548,"ESCUELA DE POLICIA DE YUTO ""MIGUEL ANTONIO CAICEDO""",3163,800141259-7,27,CHOCO,27050,ATRATO,,,Km 21 vía Quibdó Pereira,3137435963,esmac.areca@policia.gov.co,,OFICIAL,ALEXANDER PALACIOS PALACIOS,NO,,,,,,,,2020,11
359,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,3736,CENTRO DE EDUCACION TECNICA AVANZADA-CETA,1659-1682,13440870-6,54,NORTE DE SANTANDER,54001,CÚCUTA,,La Ceiba,Calle 4 No. 1E-12,5775102,centrocetacucuta@gmail.com,,PRIVADA,josenelson rueda gomez,NO,,,,,,,,2020,11
360,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,8023,CENTRO EDUCATIVO SAN PABLO CESP,18-050,900883582-8,11,BOGOTÁ D.C.,11001,BOGOTÁ,RAFAEL URIBE URIBE,BOCHICA SUR,TRANSVERSAL 5G N° 48p -03 SUR,7723210,CEDUSANPABLO@GMAIL.COM,,PRIVADA,RUTH MARYSILVA RAMOS,NO,,,,,,,,2020,11
361,3735,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA,5827,CORPORACION PARA EL FOMENTO EDUCATIVO CORPAFE,11245,900203127-3,25,CUNDINAMARCA,25758,SOPÓ,,,Calle 3 No 2-22,8710121,info@corpafe.edu.co,,PRIVADA,LUIS ALEJANDROCORTES ROMERO,NO,,,,,,,,2020,11
362,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,169,ESCUELA PARA AUXILIARES DE ENFERMERIA SAN RAFAEL,7979,8600190147,11,BOGOTÁ D.C.,11001,BOGOTÁ,SAN CRISTOBAL,SOSIEGO,CRA 8 NO 17 - 44 SUR,3730335,atencionalusuario@esanrafael.edu.co,,PRIVADA,OLGA JEANETCESPEDES CASTILLO,NO,FT-CER304863,NTC 5555,ICONTEC,VENCIDA,04/11/2014 12:00:00 AM,,,2020,11
363,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,5468,INSTITUTO  MEYER COLOMBIA S.A.,4143.0.21.9502,830021782-2,76,VALLE DEL CAUCA,76001,CALI,,SAN  VICENTE,CALLE  22  Norte  No. 2N-58,660 26 67,dgonzalez@institutmeyer.com,awatson@institutomeyer.com,PRIVADA,ALBERTO  WATSON  ANTONIO,NO,,,,,,,,2020,11
364,3767,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR,8579,"INSTITUTO TECNICO PARA EL TRABAJO Y EL DESARROLLO HUMANO ""INTECAL""",0467,900367989-9,13,BOLÍVAR,13140,CALAMAR,,,CALLE 21 No. 2-90,3014598264,educacioncalamar@hotmail.com,ahenaho366@gmail.com,PRIVADA,JORGE LUISVILLA BARRIOS,NO,,,,,,,,2020,11
365,3796,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL META,1022,"INSTITUCION  PARA EL TRABAJO Y DESARROLLO ""POLITECNICO  AGROINDUSTRIAL""",2843,800254766-5,50,META,50006,ACACÍAS,,DORADO BAJO,CARRERA  22 N° 10-05,3005908143,acacias@poliagro.edu.co,www.poliagro@edu.co,PRIVADA,MARÍA RUTH CÁRDENAS MEDINA,NO,,,,,,,,2020,11
366,3778,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN,6987,UNIVERSIDAD COOPERATIVA DE COLOMBIA,000433,860029924-7,19,CAUCA,19001,POPAYÁN,,VALENCIA,CARRERA 17  No 8-23,8310000,orlando.montenegro@ucc.edu.co,www.ucc.edu.co,PRIVADA,ORLANDOMONTEGRO  SANCHEZ,NO,,,,,,,,2020,11
367,3810,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA,7352,INSTITUTO DE EDUCACIÓN COMFENALCO,1771,890201578-7,68,SANTANDER,68081,BARRANCABERMEJA,,Colombia,Carrera 19 No.52-01 Av Ferrocarril,6113080,barranca@comfenalcosantander.com.co,www.comfenalcosantander.com.co,PRIVADA,NUBIA STELLA MARULANDA LOPEZ,SI,FT-CER238131,NTC 5555,ICONTEC,PRIMERA VEZ,03/20/2019 12:00:00 AM,,,2020,11
368,3769,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ,3990,ACADEMIA SHAKESPEARE,3139,79.477.351,15,BOYACÁ,15176,CHIQUINQUIRÁ,,,CARRERA 9a # 16 - 51,7267363,inglesdeverdad@hotmail.com,,PRIVADA,JOSE FERNANDOOVALLE PINZON,NO,,,,,,,,2020,11
369,3811,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORIDABLANCA,6203,"CORPORACION EDUCATIVA ""MAKITEC""",2637,900520202-7,68,SANTANDER,68276,FLORIDABLANCA,,LA CUMBRE,CALLE 31 11E 08,6587417,institutomakitec@hotmail.com,www.makitec.com.co,PRIVADA,ISAURA MARIA VARGAS RUGELES,NO,,,,,,,,2020,11
370,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,183,CENTRO DE CAPACITACIÓN DE BIENESTAR SOCIAL DE LA POLICÍA NACIONAL,06-0031,8300423210,11,BOGOTÁ D.C.,11001,BOGOTÁ,TUNJUELITO,VENECIA,DIAG 49 NO 48 - 71 SUR,7400744,nusefabogota@hotmail.com,,OFICIAL,JAIME ALFREDOHERRERA ORTIZ,NO,,,,,,,,2020,11
371,3800,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUMACO,3134,SYSTEM PLUS TUMACO,579,840000220-1,52,NARIÑO,52835,TUMACO,,,CALLE SUCRE CON CALLE MOSQUERA ESQUINA,3182855083,sptumaco@hotmail.com,,PRIVADA,LILIAN HUERTAS CHAVEZ,NO,,,,,,,,2020,11
372,3801,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER,9044,CORPORACION EDUCATIVA SINFRONTERAS S.A.S,004162,901074633-8,54,NORTE DE SANTANDER,54518,PAMPLONA,,CENTRO,CARRERA 5 N°. 3-44,5681804,diracademicocolsinfronteras@gmail.com,,PRIVADA,YONATHAN ORLANDO CORREDOR RUEDA,NO,,,,,,,,2020,11
373,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,5165,TALLER MUSICAL FRANCISCO CRISTANCHO,2233,17036031-6,11,BOGOTÁ D.C.,11001,BOGOTÁ,BARRIOS UNIDOS,POLO CLUB,CARRERA 22 No. 84-50,2362246,info@franciscocristancho.com,,PRIVADA,FRANCISCO JOSE CRISTANCHO HERNANDEZ,NO,,,,,,,,2020,11
374,3810,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA,5179,INSTITUTO TECNICO JEAN PIAGET,0468,37800358-9,68,SANTANDER,68081,BARRANCABERMEJA,,LA FLORESTA,AVENIDA 25 No. 29-05,6222866,institutoespecializado@yahoo.es,,PRIVADA,ALBA MARIA CORTES URIBE,NO,,,,,,,,2020,11
375,4909,SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA,7599,CORPORACION EDUCATIVA LA ASUNCION,002131,32726282 - 3,8,ATLÁNTICO,8001,BARRANQUILLA,,,CALLE 83 No. 42D - 61,3786729,colmariainmaculada@yahoo.com,,PRIVADA,ISABEL DEL CARMENGALVIS SANCHEZ,NO,,,,,,,,2020,11
376,3808,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER,8683,INSTITUTO TECNICO COLOMBIANO INSTECOL,14546,900908984-5,68,SANTANDER,68655,SABANA DE TORRES,,20 DE JULIO,CARRERA 11 Nº 18 - 62,6294652,instecol.santander@gmail.com,,PRIVADA,ALBA YAZIRAGALEANO JIMENEZ,NO,,,,,,,,2020,11
377,7692,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE APARTADÓ,8593,INSTITUTO TÉCNICO UNIBAN,191,800014656-4,5,ANTIOQUIA,5045,APARTADÓ,,,Zungo Carretera vía Apartadó Km 6,8296670,jvega@fundauniban.org.co,,PRIVADA,JOSÉ FERNANDOVEGA VÁSQUEZ,NO,,,,,,,,2020,11
378,10930,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ZIPAQUIRÁ,8392,INSTITUTO POLITÉCNICO DE LA SABANA,1032,900785351-3,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,,Urbanización Los Urapanes,Carrera 29 No 4 - 10,3003074345,insposabana@gmail.com,,PRIVADA,HILDA MARINAPARRA PEÑA,NO,,,,,,,,2020,11
379,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,6066,"ASOCIACION FRATERNIDAD LATINOAMERICANA DE ESTUDIOS TEOLÓGICOS ""AFLET""",4448,800072431-1,11,BOGOTÁ D.C.,11001,BOGOTÁ,SANTA FE,LA VERACRUZ,CARRERA 8 NO.16-88 OFICINA 1007,2868998,afletcol@yahoo.co.uk,,PRIVADA,JUAN DAVIDGONZALEZ BERNAL,NO,,,,,,,,2020,11
380,3783,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE LORICA,5893,INSTITUTO EMPRENDER PLUS,00301,00000030650876-2,23,CÓRDOBA,23417,LORICA,,Diagonal puente Lino,Kra. 25 # 13-23,3135004824,empreplus@hotmail.com,,PRIVADA,YOLIMA YENISEYSANCHEZ OSTEN,NO,,,,,,,,2020,11
381,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,7301,ESCUELA DE BELLEZA D'ITALO,08-0028,19276113-8,11,BOGOTÁ D.C.,11001,BOGOTÁ,KENNEDY,Saucedal,CRA 86 No 36- 20 SUR PISO 2 Y 3,4023089,leor2007@hotmail.com,http://www.escueladebellezaditalo.com/,PRIVADA,LUIS ENRIQUE OSORIO RODRIGUEZ,NO,,,,,,,,2020,11
382,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4456,LANET - LTDA CONOCIMIENTO PARA LA ERA DE LA INFORMACION,3250,830017446-7,11,BOGOTÁ D.C.,11001,BOGOTÁ,KENNEDY,CARVAJAL,CARRERA 69 B No. 31-30 Sur Piso 3 y 4,2381897,lanet.ltda@gmail.com,,PRIVADA,EDGARDO JOSEGOMEZ STRAUCH,NO,,,,,,,,2020,11
383,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,9365,INSTITUTO COLOMBIANO DE APRENDIZAJE INCAP,06895,900600756,76,VALLE DEL CAUCA,76001,CALI,,El Refugio,Calle 3 B No. 67-00,3188325903,erikacadena@palasociados.com,,PRIVADA,ERIKA LORENA CADENA ARTEAGA,NO,,,,,,,,2020,11
384,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,1900,ESCUELA DE DISEÑO DE MODA Y PATRONAJE INDUSTRIAL ARTURO TEJADA CANO,11322,8000268286,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,LAURELES,CIRCULAR 76 N° 74-23,2500214,diradministrativomedellin@arturotejada.edu.co,www.arturotejada.edu.co,PRIVADA,NATALIATEJADA CORREA,NO,CO17.01654,NTC 5555,BUREAU VERITAS,CANCELADA,09/24/2014 12:00:00 AM,,,2020,11
385,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,2919,COLEGIATURA COLOMBIANA DE COSMETOLOGÍA Y COSMIATRÍA,11504,9001349691,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,CARRERA 77 N° 48B 07,9001349691,4484168,sacademica@colegiaturadecosmetologia.edu.co,www.colegiaturadecosmetologia.edu.co,PRIVADA,ROCIO FERNANDAGUZMAN BRAENDLE,SI,IC&T-5555-27-200-04/15,NTC 5555,INTERNATIONAL CERTIFICATION & TRAINING S.A.,PRIMERA VEZ,02/22/2018 12:00:00 AM,,,2020,11
386,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9159,INSTITUTO TECNICO LABORAL JOHANN KEPLER,110417,900674810-8,11,BOGOTÁ D.C.,11001,BOGOTÁ,SUBA,2358767,CALLE 134A No. 147C-07,5472508,cjohannkeplersuba@live.com,,PRIVADA,JHON CESAR TRIVIÑO,NO,,,,,,,,2020,11
387,3781,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA,7180,"INSTITUTO EDUCATIVO TÉCNICO ""INETEC""",556,73156884-1,23,CÓRDOBA,23570,PUEBLO NUEVO,,,I.E. JOSE CELESTINO MUTIS,7751260,institutoinetec@hotmail.com,,PRIVADA,JUAN CARLOSBAYTER ALVEAR,NO,,,,,,,,2020,11
388,3797,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO,9200,"ESCUELA SUPERIOR DEL SER, ESER",1002,51832809-1,50,META,50001,VILLAVICENCIO,,,CALLE 28 No.17A - 13 SUR,6817722,liceojosemarti_8520@yahool.es,,PRIVADA,LINA MARÍAOCAMPO SÁNCHEZ,NO,,,,,,,,2020,11
389,3774,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MANIZALES,3301,INSTITUTO PARA LA EDUCACIÓN Y EL TALENTO HUMANO STARLITE E.U.,1412,900834426-8,17,CALDAS,17001,MANIZALES,,PALMAS,CARRERA 23 Nº 59-70,8810030,luzstellacardona@hotmail.com,,PRIVADA,LUZ STELLA CARDONA ARBOLEDA,NO,,,,,,,,2020,11
390,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,7001,PONTIFICIA UNIVERSIDAD JAVERIANA,1297,860013720-1,76,VALLE DEL CAUCA,76001,CALI,,cañas Gordas,Calle 18 No. 118-250,321820,javerianacali@javeriana.edu.co,www.javerianacali.edu.co,PRIVADA,Joaquin EmilioSanchez Garcia,NO,,,,,,,,2020,11
391,3817,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE,8655,INSTITUTO TÉCNICO EDUCANDO A COLOMBIA INTEC - ZARZAL,01910,805011888-0,76,VALLE DEL CAUCA,76895,ZARZAL,,,KILOMETRO 1 VIA A CALI,3002338322,fundeaco2012@hotmail.com,,PRIVADA,JENIFER TAFUR SARRIA,NO,,,,,,,,2020,11
392,3824,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ARAUCA,6551,CENTRO DE CAPACITACIÓN LINGUISTICA NEW WORLD,0592,7636246-0,81,ARAUCA,81736,SARAVENA,,SEIS DE OCTUBRE,CALLE 25 Nº 16 A 34,8821025,newworldinstitute@hotmail.com,,PRIVADA,VICTOR MANUEL SILVA ARIAS,NO,,,,,,,,2020,11
393,3822,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA,1971,INSTITUTO DE CAPACITACION NUESTRA SEÑORA DE FATIMA,3220-02003-1357,800191574-6,76,VALLE DEL CAUCA,76520,PALMIRA,,CENTRO,CALLE 29 27-70,2741376,direccionamiento@institutofatima.edu.co,www.institutofatima.edu.co,PRIVADA,YIRLE ANSANCHEZ,NO,20.002-3,NTC 5555,CELAC,VENCIDA,07/09/2011 12:00:00 AM,,,2020,11
394,3807,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DOSQUEBRADAS,8696,ESCUELA DE FORMACIÓN PARAISO OTOÑAL,1191,800073957-7,66,RISARALDA,66170,DOSQUEBRADAS,,Las Colinas,Calle 44 N° 25-58,3327181,gerencia@paraisootonal.org,www.fundacionparaisootonal.org,PRIVADA,CLAUDIA MARCELA HENAO SOTO,NO,,,,,,,,2020,11
395,3822,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA,7148,INSTITUTO NACIONAL DE TELECOMUNICACIONES INSTEL SEDE PALMIRA S.A.S,RESOLUCION 1063,800221647-5,76,VALLE DEL CAUCA,76520,PALMIRA,,,CARRERA 27 No 37-37,6535200,argenylomen@hotmail.com,,PRIVADA,MARIA ARGENYLOPEZ,NO,,,,,,,,2020,11
396,3758,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA,944,CENTRO DE SISTEMAS DE ANTIOQUIA CENSA,2016060006568-3,811030714-0,5,ANTIOQUIA,5541,PEÑOL,,,trasversal 8 no. 22 -06,8515739,comunicaciones@censa.edu.co,,PRIVADA,ALBERTCORREDOR GOMEZ,NO,,,,,,,,2020,11
397,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9490,INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO CENTRO DE EDUCACION GLOBAL,10-2024,19382384-0,11,BOGOTÁ D.C.,11001,BOGOTÁ,ENGATIVA,,AV CALLE 72 # 70g-08 piso 3,2247577,arnulfo.pedraza@global.edu.co,,PRIVADA,JOSE ARNULFO PEDRAZA PEREZ,NO,,,,,,,,2020,11
398,3825,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CASANARE,1999,SEMINARIO BIBLICO EL SECRETO,1958,844001552-0,85,CASANARE,85300,SABANALARGA,,,CORREG EL SECRETO,6644118,seminariobiblicosecreto@hotmail.com,,PRIVADA,JOSE VALENTINBARRETO  PINZON,NO,,,,,,,,2020,11
399,3777,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA,4609,PROYECOM,9560,25453669,19,CAUCA,19693,SAN SEBASTIÁN,,,CABECERA MUNICIPAL DE SAN SEBASTIAN,3127708628,proyecom@hotmail.com,NO,PRIVADA,JORGE EILER VELEZ HURTADO,NO,,,,,,,,2020,11
400,3789,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CHOCÓ,5661,HOGAR JUVENIL DON BOSCO,2710,890.905.980-7,27,CHOCO,27205,CONDOTO,,Condoto ¿ Chocó ¿ Colombia.,Barrió Platinero ¿ Sector Caritas,(4) 6798020,sdbcondoto@hotmail.com,,PRIVADA,Andrés Alonso Carmona Echeverri.,NO,,,,,,,,2020,11
401,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,3794,INSTITUTO ANDRES BELLO COLOMBO AMERICANO,4143.2.21.10246,63477692-3,76,VALLE DEL CAUCA,76001,CALI,,LA MERCED,CR 8 No 7-47,8831963,inandresbello@gmail.com,www.institutoandresbello.edu.co,PRIVADA,BLANCA MILENASANCHEZ QUINTERO,NO,,,,,,,,2020,11
402,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,2931,FENICIA FORMACIÓN EMPRESARIAL Y COMERCIAL,10777,8909014815,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,La Candelaria,Calle 50 Nº 42 54,4446444,fenicia@fenalcoantioquia.com,www.fenalcoantioquia.com,PRIVADA,DIANA YANETPIEDRAHITA PARRA,NO,,,,,,,,2020,11
403,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,7870,ACADEMIA DE IDIOMAS SMART,02034,830033825-2,11,BOGOTÁ D.C.,11001,BOGOTÁ,CHAPINERO,CHAPINERO CENTRAL,CARRERA 11 64-37,2102484,info@smart.edu.co,www.smart.edu.co,PRIVADA,SANDRABELLO NIEVES,SI,CO20-01266,NTC 5555,BUREAU VERITAS,PRIMERA VEZ,06/09/2020 12:00:00 AM,,,2020,11
404,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,6073,INSTITUTO DE CIENCIAS DE LA SALUD SAN JOSE,4143.0.21.4788,31.941.880-5,76,VALLE DEL CAUCA,76001,CALI,,CENTENARIO,AVENIDA 3 NORTE No. 8N-27,370 96 03,instituto.sanjose@hotmail.com,,PRIVADA,SONIAULABARES CASTILLO,NO,,,,,,,,2020,11
405,4911,SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA,8116,CORPORACIÒN IBEROAMERICANA DE ESTUDIOS CIES,0147,830105118-3,47,MAGDALENA,47001,SANTA MARTA,,,Calle 14 No.20-126 Av. del Libertador,4361900,rectoria@cies.edu.co,www.cies.edu.co,PRIVADA,LUIS EIVARCRIOLLO LUENGAS,NO,,,,,,,,2020,11
406,3791,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA,8258,CORPORACIÓN EDUCATIVA FRANCISCO JOSÉ DE CALDAS,548,813011541-1,41,HUILA,41001,NEIVA,,Las Brisas,Calle 8 No. 30A - 107,8675154,core.fjdecaldas@gmail.com,,PRIVADA,ANTONIO DE JESÚSZAPATA CASTAÑEDA,NO,,,,,,,,2020,11
407,3778,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN,3017,INSTITUTO ADVANCING SYSTEM PLUS S.A.S,01905,800238014-8,19,CAUCA,19001,POPAYÁN,,LA PAMBA,CALLE 4 # 2-16,8386464,systemplusdcolombia@gmail.com,www.systemplusdecolombia.com,PRIVADA,CESAR ANDRÉSUZURIAGA MESIAS,NO,,,,,,,,2020,11
408,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,6118,"CENTRO DE CONTABILIDAD Y SISTEMAS ""CENCOSISTEMAS""",6766,901013192-0,11,BOGOTÁ D.C.,11001,BOGOTÁ,ANTONIO NARIÑO,RESTREPO,CALLE 22 SUR No 16-30,2726924,direcciongeneralcencosistemas@gmail.com,www.cencosistemas.edu.co,PRIVADA,IVAN DARIOSILVA MORENO,SI,SG2019000675 J,NTC 5555,COTECNA,PRIMERA VEZ,07/25/2019 12:00:00 AM,,,2020,11
409,3826,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO,8645,Instituto Santafe,2368,41621311-1,86,PUTUMAYO,86568,PUERTO ASÍS,,Allende,Calle 12 N°30-93,3115323733,institutosantafedebogota@hotmail.com,,PRIVADA,Carmen Emilia YolandaDelgado Giraldo,NO,,,,,,,,2020,11
410,3791,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA,8642,CENTRO INTERNACIONAL DE MAQUINARIA PESADA DPL S.A.S.,1949,901033029-3,41,HUILA,41001,NEIVA,,ALTICO,CALLE 6 # 9-10,8666962,centrointernacionaldpl@hotmail.com,,PRIVADA,DANIEL EDUARDOPAEZ LOSADA,NO,,,,,,,,2020,11
411,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,9182,ESCUELA DE INGLES WEA,01-0012,900801976-5,11,BOGOTÁ D.C.,11001,BOGOTÁ,USAQUEN,,CALLE 104 No-15-31 piso 3,7454703,pierre@whatelsen.education,,PRIVADA,BRANGER PIERRE ALAINJACQUES DANIEL,NO,,,,,,,,2020,11
412,3778,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN,6919,CORPORACION EDUCATIVA  AVANCEMOS,20121700010204,10295873,19,CAUCA,19001,POPAYÁN,,BARRIO LA  ERMITA,CARRERA 2 # 3-45,8371389,avancemos@ecea.edu.co,www.ecea.edu.co,PRIVADA,MARTHA ISABEL HOLGUIN LOPEZ,NO,,,,,,,,2020,11
413,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,1112,CENTRO DE ENSENANZA  EN TECNICAS  ESTETICAS  RELACIONADAS    VITAL CENTER,160037,830104491-1,11,BOGOTÁ D.C.,11001,BOGOTÁ,PUENTE ARANDA,CIUDAD MONTES,DIAG 16 SUR  40A  20,2021286,insvitalcenter@yahoo.com,,PRIVADA,ALBERTO EDUARDOMENDIETA WILSON,NO,,,,,,,,2020,11
414,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,4913,INTECO INSTITUTO TÉCNICO COMERCIAL,11075,9003050449,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CARRERA 45 N° 54-63,5114470,medellin@inteco.edu.co,,PRIVADA,JAIME ALIRIOCARVAJAL MARTINEZ,NO,IC&T-5555-40-233-02/17,NTC 5555,INTERNATIONAL CERTIFICATION & TRAINING S.A.,VENCIDA,02/18/2017 12:00:00 AM,,,2020,11
415,3773,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS,9222,INSTITUCION TECNICA Y TECNOLOGICA DE COLOMBIA ITTC,2421-6-4988-6,901281337-1,17,CALDAS,17380,LA DORADA,,EGIPCIACA,Cra 13 N° 10 B,3135369301,ittc.educacion@gmail.com,,PRIVADA,MARTHA LUCIA VALENCIA PEREZ,NO,,,,,,,,2020,11
416,4815,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE JAMUNDÍ,6038,INSTITUTO DE EDUCACIÓN PARA AUXILIARES POR COMPETENCIAS - IDEAXCOM,30-49-2043,900300582-7,76,VALLE DEL CAUCA,76364,JAMUNDÍ,,CIUDAD SUR,CARRERA 9 No. 15A-10,5151275,IDEAXCOM2@HOTMAIL.ES,,PRIVADA,EDDY BENAVIDES ROZO,NO,,,,,,,,2020,11
417,3794,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA,4554,COMPU-EMI,215,900357733-8,47,MAGDALENA,47245,EL BANCO,,EL CANAL,CRA 11 ENTRE CALLE 7 Y 8,4291296,compuemi@hotmail.com,,PRIVADA,EMIRA SEGUNDAVEGA NIETO,NO,,,,,,,,2020,11
418,3795,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CIÉNAGA,8506,CORPORACIÓN DE EDUCACIÓN PARA EL DESARROLLO HUMANO KORPODESCO,1500,901004085-2,47,MAGDALENA,47189,CIÉNAGA,,Loma Fresca,Carrera 21 # 7-109,4101100,korpodescotecnicolaboral@hotmail.com,,PRIVADA,Maribel RocioGamez Gomez,NO,,,,,,,,2020,11
419,4910,SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA,9509,CENTRO DE EDUCACION ARDEC,4228,901076007-6,13,BOLÍVAR,13001,CARTAGENA,,CENTRO,EDF. JULIO BARBUR 2 PISO OFC. 203 - 204,6783781,CENTRODEEDUCACIONARDEC@GMAIL.COM,,PRIVADA,MAURO FERRI,NO,,,,,,,,2020,11
420,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,398,INSTITUTO DE EDUCACION INGABO LTDA EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO,867,830040933-9,11,BOGOTÁ D.C.,11001,BOGOTÁ,ANTONIO NARIÑO,RESTREPO,CRA 17 NO 16 - 45 SUR,3610203,info@ingabo.edu.co,http://ingabo.edu.co/sitio/,PRIVADA,ROSA AURELIA RADA MORA,NO,FT-CER272639,NTC 5555,ICONTEC,VENCIDA,10/10/2013 12:00:00 AM,,,2020,11
421,3826,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO,7608,"CENTRO TECNICO SISTEMATIZADO ""C.T.S.""",1520,18145481-8,86,PUTUMAYO,86320,ORITO,,La Unión,Carrera 7a N° 4-11,4290468,ctsorito@hotmail.com,,PRIVADA,FERMIN ANTONIOURQUIJO CHAVEZ,NO,,,,,,,,2020,11
422,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,6402,CAMPO ALTO ACESALUD S.A.,01-0128,830015970-6,11,BOGOTÁ D.C.,11001,BOGOTÁ,USAQUEN,ALTABLANCA,Carrera 7 G No. 158 a 20,7441441,rectoria@campoalto.edu.co,www.campoalto.edu.co,PRIVADA,HUGO FERNANDO NOVOA NOVOA MONTOYA,NO,,,,,,,,2020,11
423,3777,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA,5263,INSTITUTO TECNICO EN INFORMATICA CONTABLE ITINCO,8180,98394183-6,19,CAUCA,19022,ALMAGUER,,LA PLAZA,CALLE 4º CON CRA 4º ESQUINA,3117099875,itinco2001@hotmail.com,,PRIVADA,NELSON EDUARDOBASTIDAS GUERRERO,NO,,,,,,,,2020,11
